bobble,مزركشة
laxman,لاكسمان
kadapi nahi,أبدا
tathastu,و
krishn,كريشنا
mahabharat,ماهابهاراتا
kriishna,كريشنا
minut,دقائق
shan,الجبل
kans,فرصة
asanbhav,المستحيل
mackup,مكوب
meckup,ميك اب
Hanuman ji,اللورد هانومان
bajrangbali,Bajrangbali
hanuman jayanti,هانومان جايانتي
Skills,مهارات
gloomy,كئيب
horrid,فظيع
somber,كئيب
terrible,رهيب
glum,كئيب
bleak,كئيب
ominous,المشؤوم
tv show,برنامج تلفزيوني
joyful,فرح
upbeat,متفائل
terror,الرعب
panic,ذعر
chiller,مبرد
fright,الخوف
detestation,الكراهية
pal,صديق
defender,المدافع
guardian angel,الملاك الحارس
chudap,الهجر
separation,انفصال
split,انشق، مزق
sovereignty,سيادة
jahnda,جهندة
15 August,15 أغسطس
savan,صوان
lively,حية
protection,الحماية
sayings,اقوال
offended,بالإهانة
irritable,سريع الانفعال
outraged,غاضب
billy,بيلي
mandy,ماندي
CN,CN
scythe,منجل
reaper,حصادة
olymics,أولمبياد
golf,الجولف
august,أغسطس
chauka,رخيص
mythology,الأساطير
kingdom,مملكة
feminist,ناشط نسائي
nari,أصبح
dhasu,داتو
nautanki,حيلة
netaji,نيتاجي
corruption,الفساد
quarter,ربع
baapu,الأب
terabaap,تيراباب
abbu,الأب
kunwara,بكالوريوس
chokra,شكرا
glamor,بريق
pepe,بيبي
goalhai,المرمى
nobhita,نوبيتا
gadgets,الأدوات
futuristic,مستقبلية
shizuka,هادئ
hungama,ضجة
ramdan,رمضان
habibi,حبيبي
apocalypse,نهاية العالم
walkingdead,يمشى كالميت
zodiac,الأبراج الفلكية
rashifal,rashifal
capricon,كابريكون
kundli,ابراج
frank,صريح
springfield,سبرينغفيلد
dysfunctional,مختلة وظيفيا
cartoonnetwork,كرتون نتورك
glue,صمغ
shin,قصبة
chan,تشان
japanese,اليابانية
crayon,تلوين
mitsi,Mitsi
turtles,السلاحف
teenage,سن المراهقة
amell,أمل
tmnt,تمنت
familyguy,رجل محب للحياة العائلية
griffin,غريفين
students,الطلاب
rokda,النقد
chichore,ضحلة
velle,إلى
vella,امرأة عجوز
harami,حرامي
sadakchap,غارة على الطريق
bb,ب
vines,الكروم
bbkivines,bbkivines
bancho,بانشو
sameer,سمير
youtube,موقع YouTube
hola,مرحبا
bhuvan,بوتان
bham,بهام
youtuber,مستخدم YouTube
perk,تمايل
howudoing,كيف حالك
saheli,صديق
brosbeforehoes,قبل
Pranayam,برانايام
yogapants,السراويل اليوغا
meditation,تأمل
awakening,الصحوة
onepiece,قطعة واحدة
onepunchman,لكمة الرجل واحد
deathnote,ملاحظة وفاة
manga,مانغا
animegirl,أنيمي فتاة
naruto,ناروتو
blackbutler,بتلر الأسود
alchemist,الخيميائي
bleach,تبييض
sakura,ساكورا
ads,إعلانات
branding,العلامة التجارية
brand,العلامة التجارية
advertisment,إعلانات
shahi,شاهي
loveme,جميل
mylove,حبيبتى
shikanji,شيكانجي
mutants,المسوخ
xavier,كزافييه
chakdefatte,chakdefatte
pind,السطح
kattappa,Kattappa
thebeginning,البداية
blockbuster,اقبال
theconclusion,الإستنتاج
bahubali2,بحبالي 2
disneyland,ديزني لاند
channel,قناة
disneyxd,ديزني XD
waltdisney,والت ديزني
khaalijeb,خيالي
captainamerica,كابتن أمريكا
civilwar,حرب اهلية
blackpanther,بلاك بانثر
tonystark,توني ستارك
steverogers,steverogers
hawkeye,هوك
bhaklol,غريب
sasura,والد في القانون
hamaar,لدينا
tuhaar,إظهار
lagawelu,مرفق
wonderwoman,إمراة رائعة
khayegakela,Khaygekela
potter,الخزاف
harrypotter,هاري بوتر
cursedchild,طفل ملعون
hagrid,هاجريد
horcrux,هوركروكس
rowling,رولينج
hogwarts,هوجورتس
tadka,تادكا
desistickers,desistickers
desitalk,توكو تاكاري
desilog,desilog
iskool,المدرسة
unittests,unittests
halfyearly,نصف سنوي
annual,سنوي
cbse,cbse
cce,cce
yippee,نعم
hm,جلالة
plz,بلز
booble,المعتوه
emoticons,الرموز الانفعالية
emojiz,أوموجي زد
frustration,الإحباط
naukari,الوظيفة
mnc,ام ان سي
barbaad,اهدر
bigbang,الانفجار العظيم
bigbangtheory,نظرية الانفجار الكبير
cooper,كوبر
koothrappali,koothrappali
bernadette,برناديت
physicist,فيزيائي
caltech,كالتيك
geeky,العبقري غريب الأطوار
geeks,المهوسون
astrophysicist,الفيزيائي الفلكي
astro,أسترو
superwomen,امراة خارقة
fml,اف ام ال
chota,صغير
pogo,بوجو
bachpann,الطفولة
ladduu,زر التشغيل
gaggu,Gaggu
kichak,شجيرة
tuntun,جديد
daaku,قطاع الطرق
mangalsingh,Mangalsingh
wct20,wct20
bcci,بوكس
dhavan,ذوان
djbravo,djbravo
myname,اسمي
mynameiskhan,mynameiskhan
omshantiom,أوم شانتي أوم
raees,رايز
dbz,دبز
dragonball,كرة التنين
dragonballz,دراجون بولز
dragonballgt,dragonballgt
gohan,غوهان
kuririn,كريلين
goten,المزاريب
gotenks,جوتينكس
vegito,نباتي
gogita,gogita
supersaiyan,supersaiyan
dragonballsuper,دراجون بولسوبر
makemoney,جني المال
businessman,رجل اعمال
businessmen,رجال الأعمال
raupaiya,الرباعية
aprilfools,aprilfools
aprilfoolday,يوم كذبة أبريل
aprilfoolsday,يوم كذبة نيسان
pranks,مقالب
mazzak,mazak
guddi,لجنة
aaa,أأ
jaanwar,الحيوان
jaanvar,الحيوان
macharr,مشار
puttar,بوتس
khaanaa,مربعات
appetite,شهية
swadisht,لذيذ
bhojan,الطعام
kutton,الكلاب
oldmovies,افلام قديمة
oldmovie,فيلم قديم
invincible,لا يقهر
superpower,قوة خارقة
sciencefiction,الخيال العلمي
feelingdesi,شعور
ganpatibappa,غانباتيبابا
jaishriram,Jayshreeram
maan,ال
indianhero,انديهيرو
indiansuperhero,indiansuperhero
desihero,ديزيهيرو
desisuperhero,desisuperhero
sorryshaktiman,آسف شاكتيمان
ddnational,وطني
doordarshan,دوروردشان
mukesh,موكيش
khanna,خانا
vidyadhar,العالم
omkaar,أمكار
naath,ناث
officeoffice,مكتب المكتب
iambusy,لامبوسي
lanister,lanister
winteriscomming,الشتاء قادم
martin,مارتن
grrm,غرم
songoficeandfire,اغنية
khaleesi,خليسي
targaryen,تارجارين
valhar,يستحق
morghulis,مورغوليس
dohaeris,dohaeris
cersie,سيرسي
cersei,سيرسي
nedstark,nedstark
windsofwinter,رياح الشتاء
loveria,loveria
loveu,أحبك
lotsoflove,الكثير من الحب
couples,الأزواج
witty,بارع
shitty,غزر
replies,ردود
brba,بربا
notbad,ليس سيئا
motherofgod,ام الاله
ewww,ewww
continued,واصلت
worthit,يستحق كل هذا العناء
dealwithit,تعامل مع
holika,نيران
gulaal,جلال
bheege,رطب
chunarwali,Chunarwali
bhalle,برميل
campus,الحرم الجامعي
blues,البلوز
delhiuniversity,جامعة دلهي
ipu,IPU
ggsipu,ggsipu
lecute,اعدام
faculty,كلية
sessionals,الدورات
viva,تحيا
external,خارجي
internal,داخلي
alldabest,alldabest
wid,أرملة
dealwidit,صفقة
seriously,بجدية
kolaveridi,kolaveridi
shithappens,shithappens
witchmode,وضع السحر
likeaboss,مثل رئيس
coolstory,قصة باردة
rage,الغضب
ragecomics,ragecomics
desimeme,desimeme
merc,ميرك
antihero,ضد البطل
landing,الهبوط
wade,واد
wilson,ويلسون
wadewilson,wadewilson
reynolds,رينولدز
rollin,رولين
legpull,legpull
legpulling,legpulling
dawn,فجر
dawnofjustice,ظلم الفجر
luthor,luthor
lex,ليكس
darkside,الجانب المظلم
clark,كلارك
kent,كينت
bruce,بروس
wayen,عظمة
chotabacha,حزمة صغيرة
sachhe,صحيح
sachhey,صحيح
sachey,صحيح
bachey,غادر
bachapan,الطفولة
aamchi,aamchi
boletoh,البليت
boleto,البليت
shaanpati,الحكمة
local,محلي
mumbailocal,mumbailocal
localtrain,قطار محلي
marine,البحرية
marinedrive,منقوع
tikes,ركلة
iampossible,أنا ممكن
batgirl,الخفافيش فتاة
scoobydoo,سكوبي دو
dooby,دووبي
telivision,تلفزيونات
tvshow,برنامج تلفزيوني
incredibles,الخارقون
chutiyam,ارحل
chutyam,Chutium
jhaant,جانت
thaant,اليد
jhand,العلم
jindagi,الحياة
leli,الاكتشافات
yaariyan,الأصدقاء
bagpacker,حازم الشنط
wanderer,متجول
wanderers,المتجولين
tourist,سائح
chuttiyan,الأعياد
keeda,يغلي
bachchan,باتشان
balatkar,الاغتصاب
allizwell,أليزويل
shai,شي
chaisutta,الانتقال
pakodas,باكوداس
greentea,شاي أخضر
bulk,حجم
cardio,أمراض القلب
treadmil,جهاز السير المتحرك
akhada,الساحة
aerobic,هوائي
belts,أحزمة
driveslow,دريفلو
akadd,عقاد
akkad,عقاد
baju,ملابس
baaju,الجانب
hayela,قيادة
oii,ثالثا
galtise,جالتس
mutabik,بحسب
aakhein,العيون
lovemaking,ممارسة الحب
chowdary,chowdary
chowdhury,شودري
apsara,أبسارا
chachaji,عمي
region,منطقة
aayi,عاي
shappath,شوباث
siya,هو
chava,فتاة
ayyo,ayyo
aiyo,حب
annapodi,أنابودي
podi,بودى
auratt,auratt
okk,OKK
waale,في الشعر
muu,آخر
izz,عز
bahaar,فصل الربيع
lele,سمك السلور
pichkar,الخزاف
lorry,شاحنة
ghosla,Ghosla
andi,أندي
mandi,استحم
shandi,الجبل
takkey,تاكيس
jagganath,Jagganath
memes,الميمات
brace,دعامة ي يحصن يقوى
urself,urself
spartaa,سبارتا
daily,اليومي
gup,GUP
shup,تسوق
sorrie,آسف
roz,وردي
callme,callme
welcum,أهلا وسهلا
okie,حسنًا
desitalks,مات ، ولكن
chillpill,حبوب منع الحمل البرد
hopaayega,سوف نأمل
bhavnaao,العواطف
chahate,تريد
booty,غنيمة
mohmaya,مهممة
naachoon,ارقص
naachu,طحلب
tedhi,ملتوية
dular,ديولار
dulaar,عناق
bhen,إلى
dii,الآلهة
momdad,momdad
brosis,بروسيس
brothersister,أخ أخت
masters,سادة
masterji,سيد
benchers,العدادات
goto,اذهب إلى
heisenberg,هايزنبرغ
sheen,لمعان
management,إدارة
charliesheen,تشارلي شين
bhadmei,تباً
aukaat,الموقع
byob,بيوب
pardy,عفوا
happie,سعيد
bumps,مطبات
birthdaybumps,مطبات عيد الميلاد
dramebaz,الطبال
merdil,متدلي
foreveralone,وحيد للأبد
luvme,luvme
chokri,شكري
wrestle,تصارع
wrestlemania,ريستليمانيا
raw,الخام
smack,صفعة
smackdown,مواجهة عنيفة
bigshow,عرض كبير
johncena,جونسينا
cena,السعر
brock,بروك
kushti,منازل
hulkhogan,يصرخ
hogan,هوجان
uttar,أوتار
pradesh,براديش
baawdi,دلو
baavdi,Bavadi
pooch,كلب
kungfupanda,kungfupanda
kungfu,الكونغفو
shetro,المناطق
retroshetro,الوراء
vintage,عتيق
classic,كلاسيكي
oldisgold,القديم ثمين
antique,عتيق
insta,يحث
instagram,الانستقرام
hashtags,علامات التصنيف
nailart,فن الأظافر
instagirls,instagirls
girlsofinstagram,girlsofinstagram
sharma,شارما
nights,ليالي
comedynights,كوميدايتس
juiceme,عصير
colorstv,colorstv
hitnrun,hitnrun
espn,اسبن
vibhuti,vibhuti
anita,أنيتا
andtv,andtv
baji,واو
baaji,الرهان
bazi,القاعدة
baazi,بارلاي
maanja,الأزواج
aaibo,Iibo
swatantra,مجانًا
wars,الحروب
starwars,حرب النجوم
awakens,يوقظ
forceawakens,يوقظ القوة
Episode,حلقة
chewbacca,تشوباكا
battlefront,جبهة القتال
gunde,في ز
gundey,Goons
minthunda,مينثوندا
gangs,العصابات
wasseypur,wasseypur
kaheke,اثنان
loonga,سوف يكون
nawazuddin,نواز الدين
siddiqui,صديقي
bajpayee,Bajpai
investigation,تحقيق
department,قسم
baiscally,في الأساس
grahakk,الزبون
trai,بلح البحر
neutrality,الحياد
basics,الأساسيات
government,حكومة
netneutrality,الحياد العادل
chaltikya,تحرك
fraandship,الرقة
namastey,ناماستي
satsriakal,الستينات
afternood,بعد الظهر
whazzap,whazzap
noprob,لا مشكلة
prob,محتمل
lolwa,قتال
xmax,xmax
hoho,الخد
sardiya,الشتاء
woolen,صوفي
milestone,معلما
fundings,التمويل
partners,شركاء
programmer,مبرمج
investors,المستثمرين
silicon,السيليكون
valley,الوادي
robotic,آلي
hotbot,هوت بوت
barat,الغرب
barati,موكب
zikzik,قذر
chords,الحبال
sitaar,سيتا
tuneup,اللحن
tuning,ضبط
ishqbaazi,للمغازلة
ishaqbaazi,الاستحمام
ladkibaazi,ladkibaazi
jaanemann,حبيبي
packs,حزم
sixpack,sixpack
sixpacks,sixpacks
bhaijan,أخي
powder,مسحوق
shody,المباريات
bodyshody,الجسد
mastiki,المصطكي
pirates,القراصنة
suicidesqad,فرقة انتحارية
sqad,Sqad
startrek,ستار تريك
ghostbusters,صائدي الأشباح
mebefore,لي من قبل
inferno,نار كبيرة
strange,غريب
beasts,الوحوش
taane,نفسه
daat,ذلك
vaccation,عطلة
promotion,ترقية وظيفية
bugsbunny,برغوث الارانب
mojojojo,زر التشغيل
swatcats,القطط سوات
hotty,هوتي
moveon,استمر
gaend,الشتاء
howzat,هوزات
paa,في
thode,قليل
loony,معتوه مخبول
walt,والت
assalam,أسلام
alaykum,عليكم
lillysingh,lillysingh
lilly,ليلي
manjeet,مانجيت
videos,أشرطة فيديو
bakwaas,قمامة
sikhayega,سوف يعلم
rulez,رولز
slangs,اللغات العامية
thatman,ثاتمان
rangde,الألوان
committed,ملتزم
des,من
rajasthani,راجاستان
calcutta,كلكتا
premier,الرائدة
winners,الفائزون
sunriser,الشروق
nakko,ناكو
laagao,يا عالية
biryanipower,biryanipower
bangalore,بنغالور
blore,طمس
bengaluru,البنغالورو
mcbc,MCBC
oolala,oolala
maacha,maacha
chase,مطاردة
eleven,أحد عشر
xi,سعيد
yuvi,يوفي
yuvraj,يوفراج
miller,ميلر
fatte,القيام به
fafda,تباً
faafda,معدي
thepla,ثيبلا
jaddu,Jaddu
daredevil,متهور
harbajan,هربهجن
rising,ارتفاع
pune,بونة
poona,بونا
giant,عملاق
supergiants,العمالقة
supergiant,عملاق
misal,على سبيل المثال
notout,Notout
superkings,Superkings
padukone,padukone
deewani,مدمن
naya,الجديد
byebye,وداعا
mubaraka,مباركة
bits,بت
pilani,بيلاني
cig,سيج
marlboro,مارلبورو
gate,بوابة
gre,انها تسير
gmat,جمات
lingo,لغة
univ,جامعة
byd,العالم
gtb,GTB
patelchest,patelchest
patel,باتل
vishwavidyalaya,الجامعة
vishwa,العالم
hudsonlane,هدسون لاين
lane,خط
abvp,الحلم
