bobble,बकबक
frieds,फ्राइड
really,साँच्चै
chat,कुराकानी
friendships,मित्रता
stunned,स्तब्ध
hmmm,हम्म
hmm,हम्म
pondering,विचार गर्दै
contemplating,चिन्तन गर्दै
think,सोच्नुहोस्
thoughtful,विचारशील
thoughts,विचारहरु
hahah,हाहाह
bahaha,बहाहा
joking,ठट्टा
hansna,हाँस्न
thanks,धन्यवाद
thank you,धन्यवाद
thank,धन्यवाद
help,मद्दत
welcome,स्वागतम्
thanking,धन्यवाद
get,पाउनुहोस्
get out,बाहिर जाऊ
chakra,चक्र
go,जाऊ
fuck off,बकवास
superhero,सुपरहीरो
whatsup,के छ
ssup,ssup
whaddup,whaddup
whatup,के भयो
watsup,वाट्सअप
happing,खुसी
opening,उद्घाटन
coversation,कुराकानी
start,सुरु गर्नुहोस्
converse,कुराकानी
free,सित्तैमा
freebird,freebird
freedom,स्वतन्त्रता
break,ब्रेक
jatt,jatt
fly,उडान
air,हावा
super,सुपर
stoned,ढुoned्गा
starter,स्टार्टर
solar,सौर
activate,सक्रिय गर्नुहोस्
functionality,कार्यक्षमता
character,चरित्र
powerful,शक्तिशाली
stronger,बलियो
like,जस्तै
lve,lve
flirting,फ्लर्टिंग
flatter,चापलुसी
u,भित्र
affair,चक्कर
caught,समातियो
ya,को
caught you,तिमीले समात्यौ
pakad,होल्ड गर्नुहोस्
liye,को लागी
he,उनी
everyday,दैनिक
howdy,कस्तो छ
namaste,नमस्कार
group chat,समूह च्याट
feel,महसुस
strength,शक्ति
attack,आक्रमण
protector,रक्षक
bored,ऊब
m,मि
boring,बोरिंग
plans,योजनाहरु
run,चलाउनुहोस्
running,चल्दै
zap,zap
zoom,जुम
storm out,बाहिर तूफान
exit,बाहिरिनु
go away,टाढा जानुहोस्
dissappear,गायब हुनु
leave,छोड
have,छ
a,a
plan,योजना
planning,योजना गर्दै
idea,विचार
trick,चाल
plan of action,कार्य योजना
tvf pitchers,टिभीएफ पिटरहरू
pitchers,पिटरहरू
beer,बियर
tvf,tvf
viral,भाइरल
peeney,मदिरा
peena,पिउन
bhati,भाटी
navin,नाविक
navin bansal,नवीन बंसल
glass,गिलास
hun,उनीहरूको
bansal,बन्साल
botal,बोतल
nikla,निकल
bahunga,हुनेछ
hoon,हू
behna,behna
behunga,उनीहरु परामर्श गर्दै थिए
bahar,वसन्त
invest,लगानी
investor,लगानीकर्ता
funding,कोष
drunk night,रक्सीले मातेको रात
height,उचाई
sexism,यौनवाद
of,को
gunda,गुंडा
entrepreneur,उद्यमी
startup,सुरुवात
invester,लगानीकर्ता
presentation,प्रस्तुति
ladki,केटी
tum,टम
kyu,क्यु
why,किन
boygang,boygang
boys,केटाहरू
let,गरौं
going,जाँदै
leaving,छोड्दै
privacy,गोपनीयता
mail,मेल
myth,मिथक
owners,मालिकहरु
men,पुरुषहरू
email,ईमेल
letter,चिठी
smartass,स्मार्टस
smart ass,स्मार्ट गधा
work culture,कार्य संस्कृति
workplace,कार्यस्थल
pechkas,स्टोभ
app,अनुप्रयोग
khoj,खोजी
discover,पत्ता लगाउनुहोस्
idiotic,मुर्ख
old man,बुढो मान्छे
tease,चिन्ता
never,कहिले पनि हैन
quit,छोड्नुहोस्
back down,पछि हट्नु
failure,असफलता
motivation,प्रेरणा
motivator,प्रेरक
chutiya,चिम्टी
fucker,चुरोट
wearing,लगाउनु
serious,गम्भीर
specs,चश्मा
papa,papa
fail,असफल
toh do,toh गर्नुहोस्
mauka,मौका
dad,बुबा
pissed,लाज
annoyed,क्रोधित
joint,संयुक्त
doobie,doobie
family,परिवार
chitwan,चितवन
chitvan,चितवन
chanchal,चंचल
logo,लोगो
whatsapp,whatsapp
pregnant,गर्भवती
praja,प्रजा
banata,केरा
raat,रातो
tharki,डंक
horny,सींग भएको
hame,फ्लफ
humein,हामीलाई
humey,हामीलाई
prem,प्रिम
pranav,प्रणव
mein,मेरो
planner,योजनाकार
bahut,धेरै
chandan,चप्पल
daddy,बुबा
baba,बाबा
compatibility,अनुकूलता
mommy,आमा
momy,ममी
mama,आमा
fuck,fuck
irritated,रिसाएको
bye,बाई
bye bye,अलविदा
tata,टाटा
driving,ड्राइभि .्
roadtrip,सडक यात्रा
dj,डीजे
beautiful,सुन्दर
hillary,हिलारी
means,मतलब
election,चुनाव
supported,समर्थित
vote,भोट
superwoman,सुपर महिला
her,उनको
again,फेरी
back,फिर्ता
wizard,विजार्ड
withcraft,बोक्सीविद्या
winner,विजेता
winning,जित्दै
hillary clinton,हिलारी क्लिंटन
clinton,क्लिंटन
she,उनी
choice,छनौट
choose,छनौट गर्नुहोस्
select,चयन गर्नुहोस्
opt,opt
speech,भाषण
deck,डेक
boxing,बक्सिंग
ring,औंठी
gloves,पन्जा
warrior,योद्धा
right,सहि
five,पाँच
5,।
!,!
exclamation,उद्गार
ice cube,आइस क्यूब
tv,टिभी
screen,पर्दा
smart response,स्मार्ट प्रतिक्रिया
acknowledge,स्वीकार्नु
filler,फिलर
interactions,अन्तर्क्रिया
bubble,बबल
cube,घन
ice,बरफ
thought,सोच्यो
thought bubble,चिन्ता बुलबुले
oh my god,हे भगवान
shit,छिटो
damn,धिक्कार
fish,माछा
hulk,हल्क
avenger,बदला लिने
dumbbell,डम्बल
fire,आगो
firey,आगो
devil,राक्षस
zzz,zzz
good night,शुभ रात्री
muah,muah
lips,ओठ
kiss,चुम्बन
yipii,EP
wohoo,वाह
yay!,yay!
hurrah,हर्रे
great news,राम्रो खबर
kisses,चुम्बनहरू
lovey dovey,lovey doove
lovely,राम्रो
xoxo,xoxo
love and hugs,प्रेम र अंगालो
HUGS,अंगालो
hugzzz,hugzzz
gone,गयो
hehe,hehe
too hot,धेरै तातो
ooo,ooo
so hot,धेरै तातो
fanning,फ्यानिंग
peace,शान्ति
peace out,शान्ति बाहिर
calm down,शान्त होउँ
angel,परी
mug,मग
celebrate,मनाउनु
arghh,अर्घ
irritate,रिस उठाउनु
pissed off,हराएको
gosh,भगवान
aaaa,YYYY
please,कृपया
pls,कृपया
plis,अधिक
puppy face,कुकुरको अनुहार
puppy,कुकुर
face,अनुहार
please please,कृपया कृपया
xmas,क्रिसमस
xmas tree,क्रिसमस रूख
christmas decorations,क्रिसमस सजावट
sweater,स्वेटर
christmas,क्रिसमस
window,विन्डो
jumper,जम्पर
merry christmas,मेरी क्रिसमस
rudolf reindeer,रुडोल्फ हिरन
ugly,कुरूप
ugly sweater,कुरूप स्वेटर
festival,चाड
snowman,हिममानव
snow,हिउँ
