bobble,ബോബിൾ
potty,പൊട്ടൻ
dump,ഡമ്പ്
poop,പൂപ്പ്
parents,മാതാപിതാക്കൾ
station,സ്റ്റേഷൻ
pick,തിരഞ്ഞെടുക്കുക
railway station,റെയിൽവേ സ്റ്റേഷൻ
bus stand,ബസ് സ്റ്റാൻഡ്
work excuses,ജോലി ഒഴികഴിവുകൾ
work place,ജോലിസ്ഥലം
flat tyre,പരന്ന ടയർ
puncture,പഞ്ചർ
tyre,ടയർ
broke down,തകർന്നു
working,പ്രവർത്തിക്കുന്നു
sad employee,ദു sad ഖകരമായ ജീവനക്കാരൻ
on,ഓണാണ്
skipped,ഒഴിവാക്കി
bai,വെള്ള
kaamwali,വീട്ടുജോലിക്കാരി
late today,ഇന്ന് വൈകി
theft,മോഷണം
robbery,കവർച്ച
heist,തട്ടിപ്പുകാരൻ
building,കെട്ടിടം
society,സമൂഹം
crime scene,ക്രൈം രംഗം
appartment,അപ്പാർട്ട്മെന്റ്
work excuse,ജോലി ഒഴികഴിവ്
employer,തൊഴിലുടമ
car broke down,കാർ തകർന്നു
kharab,മോശമാണ്
gaadi band,കാർ ഓഫ്
raining,മഴ പെയ്യുന്നു
monsoon,മൺസൂൺ
location,സ്ഥാനം
city,നഗരം
water clogging,വെള്ളം അടഞ്ഞുപോകുന്നു
paani,വെള്ളം
coca cola,കോക്ക്
thanda,തണുപ്പ്
coke,കോക്ക്
yo,ഞാൻ
beverage,പാനീയം
taste the feeling,വികാരം ആസ്വദിക്കുക
taste,രുചി
bottle,കുപ്പി
cola,കോള
coca,കൊക്ക
coke bottle,കോക്ക് കുപ്പി
jersey,ജേഴ്സി
soft drink,ലഘു പാനീയം
1,1
meet,കണ്ടുമുട്ടുക
walking,നടത്തം
foodies,ഭക്ഷണസാധനങ്ങൾ
khushiyaan,പ്രത്യേകത
feeling,വികാരം
meeting,യോഗം
towel,തൂവാല
bathroom,കുളിമുറി
shower,ഷവർ
girl in washroom,വാഷ്‌റൂമിലെ പെൺകുട്ടി
washroom,വാഷ്‌റൂം
toilet,ടോയ്‌ലറ്റ്
girl in towel,തൂവാലയിൽ പെൺകുട്ടി
no wash,കഴുകരുത്
clean,വൃത്തിയായി
fresh,പുതിയത്
freshen,പുതുക്കുക
company,കമ്പനി
dirty pack,വൃത്തികെട്ട പായ്ക്ക്
pack,പായ്ക്ക്
dirty,അഴുക്കായ
cold,തണുപ്പ്
girl in bathrobe,ബാത്ത്‌റോബിലെ പെൺകുട്ടി
bathing,കുളിക്കുക
bathe,കുളിക്കുക
industry,വ്യവസായം
clean up,ക്ലീനപ്പ്
unhygienic,ശുചിത്വമില്ലാത്തത്
hygiene,ശുചിതപരിപാലനം
sanitary,സാനിറ്ററി
fever,പനി
ganda,ഇരട്ട
deodorant,ഡിയോഡറന്റ്
in,അകത്ത്
kal,നാളെ
nahaya,കുളിച്ചു
ath,ath
athing,athing
wash wash up,കഴുകുക
alibi,അലിബി
excuse,ഒഴികഴിവ്
nightsuit,നൈറ്റ്സ്യൂട്ട്
underwear,അടിവസ്ത്രം
kacche,അസംസ്കൃത
dhule,ധൂലെ
washing,കഴുകൽ
dry,വരണ്ട
dirty clothes,വൃത്തികെട്ട വസ്ത്രങ്ങൾ
arriving late,വൈകി എത്തിച്ചേരുന്നു
ironing,ഇസ്തിരിയിടൽ
iron,ഇരുമ്പ്
pants,പാന്റ്സ്
trousers,ട്ര ous സറുകൾ
naked,നഗ്നനായി
tie,ടൈ
no bath,കുളിക്കുന്നില്ല
warm,.ഷ്മളമായ
restroom,വിശ്രമമുറി
woman in towel,തൂവാലയിൽ സ്ത്രീ
pink,പിങ്ക്
lady,സ്ത്രീ
hot water bath,ചൂടുവെള്ള കുളി
no shower,ഷവർ ഇല്ല
holi,ഹോളി
wash up,കഴുകുക
pichkaari,ആറ്റോമൈസർ
gross,മൊത്തത്തിൽ
abey,abey
blue,നീല
naha,തൊലി
winter,ശീതകാലം
oye,oye
come,വരൂ
thand,തണുപ്പ്
Daisy Duck,ഡെയ്‌സി ബൈക്ക്
darling,ഡാർലിംഗ്
good,നല്ലത്
luck,ഭാഗ്യം
good luck,നല്ലതുവരട്ടെ
memories,ഓർമ്മകൾ
bae,bae
girl friend,പെൺകുട്ടി
school days,സ്കൂള് ദിനങ്ങള്
eighties,എൺപതുകൾ
baby,കുഞ്ഞ്
lovable,സ്നേഹസമ്പന്നൻ
girl friends,പെൺ സുഹൃത്തുക്കൾ
post,പോസ്റ്റ്
posted,പോസ്റ്റുചെയ്ത
first,ആദ്യം
before,മുമ്പ്
update,അപ്ഡേറ്റ് ചെയ്യുക
social media,സോഷ്യൽ മീഡിയ
donald duck,ഡൊണാൾഡ് താറാവ്
donald,ഡൊണാൾഡ്
child,കുട്ടി
hilarious,നിലനില്ക്കുകയും
insane,ഭ്രാന്തൻ
cuteness,കടുപ്പം
mental,മാനസിക
mentally,മാനസികമായി
oh,ഓ
boy oh boy,കുട്ടി ഓ കുട്ടി
mickey,മിക്കി
mickey mouse,മിക്കി മൗസ്
response,പ്രതികരണം
shocked,ഞെട്ടിപ്പോയി
some,ചിലത്
music,സംഗീതം
songs,ഗാനങ്ങൾ
song,ഗാനം
minnie,മിന്നി
mini,മിനി
minni,എന്റെ
minnie mouse,മിന്നി മൗസ്
melody,മെലഡി
need,ആവശ്യം
all,എല്ലാം
romance,പ്രണയം
romanctic,റൊമാന്റിക്
conversations,സംഭാഷണങ്ങൾ
talks,സംസാരിക്കുന്നു
lover,കാമുകൻ
guitar,ഗിത്താർ
instrument,ഉപകരണം
forbidden,വിലക്കപ്പെട്ട
romantic,റൊമാന്റിക്
heart ache,ഹൃദയവേദന
dill,ചതകുപ്പ
how,എങ്ങനെ
cteness,cteness
starts,ആരംഭിക്കുന്നു
beginning,ആരംഭം
conversation,സംഭാഷണം
for,വേണ്ടി
group,ഗ്രൂപ്പ്
happy birthday,ജന്മദിനാശംസകൾ
to me,കൂടെ
my birthdy,എന്റെ ജന്മദിനം
my,ente
hello,ഹലോ
starters,തുടക്കക്കാർ
begin,ആരംഭിക്കുന്നു
mouseketeers,മൗസ്‌കീറ്റേഴ്‌സ്
magic,ജാലവിദ്യ
jaafu,ഗോസിപ്പ്
jadu,മാജിക്
cloak,ഉടുപ്പ്
me,ഞാൻ
praise,സ്തുതി
in love,സ്നേഹത്തില്
ishq,ishq
flirt,ഉല്ലാസം
flirtatious,നിഷ്കളങ്കത
filmy,സിനിമകൾ
bollywood,ബോളിവുഡ്
cinema,സിനിമ
hindi,ഹിന്ദി
relationships,ബന്ധങ്ങൾ
pyar,സ്നേഹം
dl,dl
zindagi,zindagi
hai,ആണ്
dialogue,ഡയലോഗ്
dialog,ഡയലോഗ്
mohabbat,mohabbat
lovesick,പ്രേമം തലക്കു പിടിച്ച
chance,അവസരം
stake,ഓഹരി
risk,അപകടസാധ്യത
kuch,ചിലത്
by,എഴുതിയത്
mera,മേര
limit,പരിധി
main,പ്രധാനം
hearts,ഹൃദയങ്ങൾ
rule,ഭരിക്കുക
pyaar ke rules,സ്നേഹത്തിന്റെ നിയമങ്ങൾ
friendzone,സൗഹൃദമേഖല
friendzoned,ചങ്ങാതി
diwana,ഭ്രാന്തൻ
mad,ഭ്രാന്തൻ
ole,അല്ല
bole,പറയുന്നു
saif,സെയ്ഫ്
saif ali khan,സെയ്ഫ് അലി ഖാൻ
tera,ടെറാ
jab bhi,എപ്പോഴെങ്കിലും
see,കാണുക
dekhu,കാണുക
ladka,പയ്യൻ
bike,ബൈക്ക്
hitting,അടിക്കുന്നു
hitting on,അടിക്കുന്നു
aur,സ്വർണം
dono,ഏത്
thai ishqiya,തായ് ഇഷ്കിയ
baccha,കുഞ്ഞേ
hai jee,ഹായ്
empty,ശൂന്യമാണ്
pockets,പോക്കറ്റുകൾ
paisa,പണം
cashless,പണമില്ലാത്തത്
staff,സ്റ്റാഫ്
later,പിന്നീട്
diwali,ദീപാവലി
professional,പ്രൊഫഷണൽ
prediwali,പ്രെദിവലി
diwali party,ദീപാവലി പാർട്ടി
card party,കാർഡ് പാർട്ടി
ethnic wear,വംശീയ വസ്ത്രം
traditional wear,പരമ്പരാഗത വസ്ത്രം
traditional,പരമ്പരാഗതം
festive,ഉത്സവം
festive wear,ഉത്സവ വസ്ത്രം
daru,ഒരു സമ്മാനം
sharab,വീഞ്ഞ്
alocohol,മദ്യം
kurta pyjama,കുർത്ത പൈജാമ
where,എവിടെ
cardparty,കാർഡ്പാർട്ടി
say,പറയുക
to,ടു
crackers,പടക്കം
slogan,മുദ്രാവാക്യം
deepawali,ദീപാവലി
dipawali,ദീപാവലി
cards,കാർഡുകൾ
couple,ദമ്പതികൾ
rangoli,രംഗോളി
stay,താമസിക്കുക
away,ദൂരെ
diya,നൽകി
lamps,വിളക്കുകൾ
diwlai celebration,ദീപാവലി ആഘോഷം
maa,ഭൂമി
mata,കണ്ണ്
housewide,വീടുമുഴുവൻ
safai,ശുചിത്വം
ghar,വീട്
house,വീട്
house cleaning,വീട് വൃത്തിയാക്കൽ
diwali cleaning,ദീപാവലി വൃത്തിയാക്കൽ
karega,ചെയ്യും
ki,ന്റെ
daughter,മകൾ
sahab,സർ
housekeeper,വീട്ടുജോലിക്കാരി
cleaner,ക്ലീനർ
diwlai,ദയവായി
bonus,ബോണസ്
diwali bonus,ദീപാവലി ബോണസ്
bucket,ബക്കറ്റ്
cleaning,വൃത്തിയാക്കൽ
broom,ചൂല്
jhaduu,ജാദു
diwali shopping,ദീപാവലി ഷോപ്പിംഗ്
with,കൂടെ
be like,പോലെ
bags,ബാഗുകൾ
shopping bags,ഷോപ്പിംഗ് ബാഗുകൾ
missing,കാണുന്നില്ല
miss,ഉന്നംതെറ്റുക
miss you,നിങ്ങളെ മിസ്സാകുന്നു
yaad,ഓർമ്മിക്കുക
ghar ki yaad,വീട് ഓർമ്മിക്കുക
nostalgia,നൊസ്റ്റാൾജിയ
nostalgic,നൊസ്റ്റാൾജിക്
baksheesh,ബക്ഷീഷ്
paise,പണം
superstar,സൂപ്പർ സ്റ്റാർ
stage,ഘട്ടം
mic,മൈക്ക്
singer,ഗായകൻ
melodies,മെലഡികൾ
perform,പ്രകടനം
gig,ഗിഗ്
star,നക്ഷത്രം
band,ബാൻഡ്
rockband,റോക്ക് ബാൻഡ്
musician,സംഗീതജ്ഞൻ
spotlight,സ്പോട്ട്‌ലൈറ്റ്
goodwork,നല്ല ജോലി
well,നന്നായി
done,ചെയ്‌തു
welldone,വെൽ‌ഡോൺ
good job,നല്ല ജോലി
acha,ചിന്തിക്കുക
sun,സൂര്യൻ
surf,സർഫ്
surfboard,സർഫ്ബോർഡ്
surfing,സർഫിംഗ്
shining,തിളങ്ങുന്നു
waves,തിരമാലകൾ
swiming,നീന്തൽ
swimwear,നീന്തൽ വസ്ത്രം
swimsuit,സ്വിം‌സ്യൂട്ട്
goa,ഗോവ
beaches,ബീച്ചുകൾ
usic,usic
performance,പ്രകടനം
acha kaam,നല്ല ജോലി
ha,ഉണ്ട്
hell,നരകം
burn,പൊള്ളുക
burning,കത്തുന്ന
laughing,ചിരിക്കുന്നു
interaction,ഇടപെടൽ
talk,സംസാരിക്കുക
old,പഴയത്
days,ദിവസങ്ങളിൽ
memory,മെമ്മറി
college,കോളേജ്
cowboy,കൗബോയ്
cowboy hat,കൗബോയ് തൊപ്പി
cowboy boots,കൗബോയ് ബൂട്ട്
boots,ബൂട്ട്
dessert,മധുരപലഹാരം
hat,തൊപ്പി
fighting,യുദ്ധം
goodnight,ഗുഡ്നൈറ്റ്
night,രാത്രി
dreams,സ്വപ്നങ്ങൾ
sweetdreams,മധുരസ്വപ്നങ്ങൾ
moon,ചന്ദ്രൻ
dark,ഇരുട്ട്
stars,നക്ഷത്രങ്ങൾ
the moon,ചന്ദ്രൻ
clouds,മേഘങ്ങൾ
sky,ആകാശം
end,അവസാനിക്കുന്നു
scare,ഭയപ്പെടുത്തുക
scray,സ്‌ക്രേ
boo,ബൂ
ghost,പ്രേതം
land,ഭൂമി
scarecrow,പേടി
shock,ഷോക്ക്
surprise,ആശ്ചര്യം
zombie,സോംബി
hahaha,hahaha
laughter,ചിരി
wicked laugh,ദുഷിച്ച ചിരി
scary,ഭീതിദമാണ്
tight,ഇറുകിയ
honey,തേന്
grilfriend,കാമുകി
college days,കോളേജ് ദിവസങ്ങൾ
older,പഴയത്
young,ചെറുപ്പക്കാരൻ
younger,ഇളയത്
retro,റെട്രോ
yearn,കൊതിക്കുക
booo,ബൂ
witch,മന്ത്രവാദി
flying,പറക്കുന്നു
ghosts,പ്രേതങ്ങൾ
spooky,ഭൂതത്തെപ്പോലെ ഭയമുണ്ടാക്കുന്ന
chudail,മന്ത്രവാദി
shinning,തിളങ്ങുന്നു
bright,ശോഭയുള്ള
frieds,വറുത്തത്
really,ശരിക്കും
chat,ചാറ്റ്
friendships,സൗഹൃദങ്ങൾ
stunned,സ്തംഭിച്ചുപോയി
hmmm,ഉം
hmm,ഉം
pondering,ആലോചിക്കുന്നു
contemplating,ആലോചിക്കുന്നു
think,ചിന്തിക്കുക
thoughtful,ചിന്താശൂന്യമായ
thoughts,ചിന്തകൾ
hahah,ഹാ
bahaha,ബഹഹ
joking,തമാശ
hansna,ചിരിക്കാൻ
thanks,നന്ദി
thank you,നന്ദി
thank,നന്ദി
help,സഹായിക്കൂ
welcome,സ്വാഗതം
thanking,നന്ദി
get,നേടുക
get out,പുറത്തുപോകുക
chakra,ചക്ര
go,പോകൂ
fuck off,രക്ഷപ്പെടുക
superhero,സൂപ്പർഹീറോ
whatsup,എന്തുണ്ട് വിശേഷം
ssup,ssup
whaddup,whaddup
whatup,whatup
watsup,വാട്സപ്പ്
