bobble,ಬಬಲ್
mommas boy,ಅಮ್ಮಂದಿರ ಹುಡುಗ
lmao,lmao
jelly,ಜೆಲ್ಲಿ
roseshs poetry,ಗುಲಾಬಿ ಕವನ
son,ಮಗ
doting,ಚುಕ್ಕೆ
dote,ವರದಕ್ಷಿಣೆ
pigeons,ಪಾರಿವಾಳಗಳು
birds,ಪಕ್ಷಿಗಳು
pigeon,ಪಾರಿವಾಳ
writings,ಬರಹಗಳು
writing,ಬರವಣಿಗೆ
so,ಆದ್ದರಿಂದ
class,ವರ್ಗ
middle,ಮಧ್ಯದಲ್ಲಿ
high class,ಉನ್ನತ ವರ್ಗದ
showoff,ತೋರಪಡಿಸುವಿಕೆ
broke,ಮುರಿಯಿತು
money,ಹಣ
rupees,ರೂಪಾಯಿ
cash,ನಗದು
card,ಕಾರ್ಡ್
credit card,ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್
miser,ದುಃಖ
scrooge,ಸ್ಕ್ರೂಜ್
low on cash,ಕಡಿಮೆ ನಗದು
wallet,ಕೈಚೀಲ
no money,ಹಣವಿಲ್ಲ
no salary,ಸಂಬಳವಿಲ್ಲ
salary,ಸಂಬಳ
balance,ಸಮತೋಲನ
low balance,ಕಡಿಮೆ ಸಮತೋಲನ
no cash,ನಗದು ಇಲ್ಲ
phone call,ದೂರವಾಣಿ ಕರೆ
mobile phone,ಮೊಬೈಲ್ ಫೋನ್
forgot,ಮರೆತುಹೋಯಿತು
brothers,ಸಹೋದರರು
dead,ಸತ್ತ
bhai,ಭಾಯ್
buddy,ಸ್ನೇಹಿತ
bud,ಮೊಗ್ಗು
bro,ಬ್ರೋ
t shirt,ಟಿ ಶರ್ಟ್
shirt,ಅಂಗಿ
tee,ಟೀ
t,ಟಿ
brother,ಸಹೋದರ
borrow,ಎರವಲು
loan,ಸಾಲ
owe,ಬದ್ಧನಾಗಿರಬೇಕು
bill,ಬಿಲ್
check,ಪರಿಶೀಲಿಸಿ
no balance,ಸಮತೋಲನವಿಲ್ಲ
pay,ಪಾವತಿ
restaurant,ಉಪಹಾರ ಗೃಹ
bro brother,ಬ್ರೋ ಸಹೋದರ
extra,ಹೆಚ್ಚುವರಿ
ask,ಕೇಳಿ
snack,ಲಘು
snacking,ತಿಂಡಿ
bhel,ಭೆಲ್
more,ಹೆಚ್ಚು
munching,ಮಂಚ್ ಮಾಡುವುದು
hogging,ಹಾಗ್ ಮಾಡುವುದು
snacks,ತಿಂಡಿಗಳು
note,ಸೂಚನೆ
girls night,ಹುಡುಗಿಯರು ರಾತ್ರಿ
girls night out,ಹುಡುಗಿಯರು ರಾತ್ರಿ .ಟ್
ladies night,ಹೆಂಗಸರು ರಾತ್ರಿ
broke girls,ಮುರಿದ ಹುಡುಗಿಯರು
clubbing,ಕ್ಲಬ್ ಮಾಡುವಿಕೆ
club,ಕ್ಲಬ್
tonight,ಇಂದು ರಾತ್ರಿ
lets party,ಪಕ್ಷವನ್ನು ಅನುಮತಿಸುತ್ತದೆ
dancing,ನೃತ್ಯ
women,ಮಹಿಳೆಯರು
thursday,ಗುರುವಾರ
birthday,ಹುಟ್ಟುಹಬ್ಬ
gift,ಉಡುಗೊರೆ
present,ಪ್ರಸ್ತುತ
birthday gift,ಹುಟ್ಟುಹಬ್ಬದ ಉಡುಗೊರೆ
birthday party,ಜನ್ಮದಿನದ ಆಚರಣೆ
kanjoos,ಜಿಪುಣ
asking,ಕೇಳುತ್ತಿದೆ
birthday present,ಹುಟ್ಟುಹಬ್ಬದ ಉಡುಗೊರೆ
shopping,ಶಾಪಿಂಗ್
shop,ಅಂಗಡಿ
cell phone,ಸೆಲ್ ಫೋನ್
urgent call,ತುರ್ತು ಕರೆ
no battery,ಬ್ಯಾಟರಿ ಇಲ್ಲ
dead phone,ಸತ್ತ ಫೋನ್
make,ಮಾಡಿ
scoorge,ಸ್ಕ್ರೂಜ್
yaar,ಯಾರು
bruh,ಬ್ರೂ
chai,ಕಿತ್ತುಹಾಕಿ
tea,ಚಹಾ
masala tea,ಮಸಾಲ ಚಹಾ
kadak chai,ಕಟ್ಟುನಿಟ್ಟಾದ ಚಾಯ್
cutting chai,ಚಹಾವನ್ನು ಕೊಯ್ಲು ಮಾಡಿ
treat,ಚಿಕಿತ್ಸೆ
hangout,Hangout
tea shop,ಚಹಾ ಅಂಗಡಿ
tea stall,ಟೀ ಸ್ಟಾಲ್
guys,ಹುಡುಗರಿಗೆ
guy,ವ್ಯಕ್ತಿ
Demonetisation,ಅನಾಣ್ಯೀಕರಣ
car pool,ಕಾರ್ ಪೂಲ್
cab pool,ಕ್ಯಾಬ್ ಪೂಲ್
cab sharing,ಕ್ಯಾಬ್ ಹಂಚಿಕೆ
auto,ಸ್ವಯಂ
delhi auto,ಡೆಲ್ಹಿ ಆಟೋ
taxi sharing,ಟ್ಯಾಕ್ಸಿ ಹಂಚಿಕೆ
travelling,ಪ್ರಯಾಣ
travel,ಪ್ರಯಾಣ
traveling,ಪ್ರಯಾಣ
friendship,ಸ್ನೇಹಕ್ಕಾಗಿ
change,ಬದಲಾವಣೆ
big note,ದೊಡ್ಡ ಟಿಪ್ಪಣಿ
five hundred note,ಐದು ನೂರು ಟಿಪ್ಪಣಿ
bill pay,ಬಿಲ್ ಪಾವತಿ
no change,ಯಾವುದೇ ಬದಲಾವಣೆ ಇಲ್ಲ
currency,ಕರೆನ್ಸಿ
metro,ಮೆಟ್ರೋ
stuck,ಅಂಟಿಕೊಂಡಿತು
got,ಸಿಕ್ಕಿತು
transport,ಸಾರಿಗೆ
bus,ಬಸ್
train,ರೈಲು
metro train,ಮೆಟ್ರೋ ರೈಲು
delhi metro,ಡೆಲ್ಹಿ ಮೆಟ್ರೋ
delhi metro train,ಡೆಲ್ಹಿ ಮೆಟ್ರೋ ರೈಲು
mumbai metro,ಮುಂಬೈ ಮೆಟ್ರೋ
local transport,ಸ್ಥಳೀಯ ಸಾರಿಗೆ
late,ತಡವಾಗಿ
late to work,ಕೆಲಸ ಮಾಡಲು ತಡವಾಗಿ
excuses,ಮನ್ನಿಸುವಿಕೆ
worker,ಕೆಲಸಗಾರ
employee,ಉದ್ಯೋಗಿ
office staff,ಕಚೇರಿ ಸಿಬ್ಬಂದಿ
manager,ವ್ಯವಸ್ಥಾಪಕ
team,ತಂಡ
suit,ಸೂಟ್
cab,ಕ್ಯಾಬ್
cabbie,ಕ್ಯಾಬಿ
cab guy,ಕ್ಯಾಬ್ ವ್ಯಕ್ತಿ
driver,ಚಾಲಕ
taxi driver,ಟ್ಯಾಕ್ಸಿ ಡ್ರೈವರ್
taxi,ಟ್ಯಾಕ್ಸಿ
auto driver,ಆಟೋ ಡ್ರೈವರ್
route,ಮಾರ್ಗ
direction,ನಿರ್ದೇಶನ
area,ಪ್ರದೇಶ
took,ತೆಗೆದುಕೊಂಡರು
delayed,ವಿಳಂಬವಾಗಿದೆ
latecomer,ಲ್ಯಾಟೆಕೋಮರ್
navigation,ಸಂಚರಣೆ
way,ದಾರಿ
road,ರಸ್ತೆ
street,ರಸ್ತೆ
procession,ಮೆರವಣಿಗೆ
job,ಕೆಲಸ
in laws,ಕಾನೂನುಗಳಲ್ಲಿ
mother in law,ಅತ್ತೆ
father in law,ಮಾವ
inlaws,ಕಾನೂನುಬಾಹಿರ
relatives,ಸಂಬಂಧಿಕರು
married,ವಿವಾಹಿತ
married employee,ವಿವಾಹಿತ ಉದ್ಯೋಗಿ
bahane,ಕ್ಷಮಿಸಿ
kaam,ಕೆಲಸ
office job,ಕಚೇರಿ ಕೆಲಸ
office excuses,ಕಚೇರಿ ಮನ್ನಿಸುವಿಕೆ
loosemotions,ಸಡಿಲ ಚಲನೆಗಳು
loose motions,ಸಡಿಲ ಚಲನೆಗಳು
sick,ಅನಾರೋಗ್ಯ
sickness,ಅನಾರೋಗ್ಯ
ill,ಅನಾರೋಗ್ಯ
unwell,ಅನಾರೋಗ್ಯ
late coming,ತಡವಾಗಿ ಬರುತ್ತಿದೆ
workexcuses,ವರ್ಕೆಕ್ಸ್ಕಸ್ಗಳು
member,ಸದಸ್ಯ
fake,ನಕಲಿ
faking illness,ನಕಲಿ ಅನಾರೋಗ್ಯ
bad stomach,ಕೆಟ್ಟ ಹೊಟ್ಟೆ
stomach ache,ಹೊಟ್ಟೆ ನೋವು
potty,ಕ್ಷುಲ್ಲಕ
dump,ಡಂಪ್
poop,ಪೂಪ್
parents,ಪೋಷಕರು
station,ನಿಲ್ದಾಣ
pick,ಆಯ್ಕೆ
railway station,ರೈಲು ನಿಲ್ದಾಣ
bus stand,ಬಸ್ ನಿಲ್ದಾಣ
work excuses,ಕೆಲಸದ ಮನ್ನಿಸುವಿಕೆ
work place,ಕೆಲಸದ ಸ್ಥಳ
flat tyre,ಫ್ಲಾಟ್ ಟೈರ್
puncture,ಪಂಕ್ಚರ್
tyre,ಟೈರ್
broke down,ಮುರಿದು
working,ಕೆಲಸ
sad employee,ದುಃಖ ಉದ್ಯೋಗಿ
on,ಆನ್
skipped,ಬಿಟ್ಟುಬಿಡಲಾಗಿದೆ
bai,ಬಿಳಿ
kaamwali,ಸೇವಕಿ
late today,ಇಂದು ತಡವಾಗಿ
theft,ಕಳ್ಳತನ
robbery,ದರೋಡೆ
heist,ಹೀಸ್ಟ್
building,ಕಟ್ಟಡ
society,ಸಮಾಜ
crime scene,ಅಪರಾಧದ ದೃಶ್ಯ
appartment,ಅಪಾರ್ಟ್ಮೆಂಟ್
work excuse,ಕೆಲಸದ ಕ್ಷಮಿಸಿ
employer,ಉದ್ಯೋಗದಾತ
car broke down,ಕಾರು ಮುರಿದು ಬಿದ್ದಿದೆ
kharab,ಕೆಟ್ಟದು
gaadi band,ಕಾರ್ ಆಫ್
raining,ಮಳೆ
monsoon,ಮಾನ್ಸೂನ್
location,ಸ್ಥಳ
city,ನಗರ
water clogging,ನೀರಿನ ಅಡಚಣೆ
paani,ನೀರು
coca cola,ಕೋಕ್
thanda,ಶೀತ
coke,ಕೋಕ್
yo,ನನಗೆ
beverage,ಪಾನೀಯ
taste the feeling,ಭಾವನೆಯನ್ನು ಸವಿಯಿರಿ
taste,ರುಚಿ
bottle,ಬಾಟಲ್
cola,ಕೋಲಾ
coca,ಕೋಕಾ
coke bottle,ಕೋಕ್ ಬಾಟಲ್
jersey,ಜರ್ಸಿ
soft drink,ತಂಪು ಪಾನೀಯ
1,1
coca cola,ಕೋಕ್
meet,ಭೇಟಿ
walking,ವಾಕಿಂಗ್
foodies,ಆಹಾರ ಪದಾರ್ಥಗಳು
khushiyaan,ವಿಶೇಷತೆ
feeling,ಭಾವನೆ
meeting,ಸಭೆಯಲ್ಲಿ
towel,ಟವೆಲ್
bathroom,ಬಾತ್ರೂಮ್
shower,ಶವರ್
girl in washroom,ವಾಶ್ ರೂಂನಲ್ಲಿ ಹುಡುಗಿ
washroom,ವಾಶ್ ರೂಮ್
toilet,ಶೌಚಾಲಯ
girl in towel,ಟವೆಲ್ನಲ್ಲಿ ಹುಡುಗಿ
no wash,ವಾಶ್ ಇಲ್ಲ
clean,ಸ್ವಚ್ .ಗೊಳಿಸಿ
fresh,ತಾಜಾ
freshen,ಫ್ರೆಶ್
company,ಕಂಪನಿ
dirty pack,ಕೊಳಕು ಪ್ಯಾಕ್
pack,ಪ್ಯಾಕ್
dirty,ಕೊಳಕು
cold,ಶೀತ
girl in bathrobe,ಸ್ನಾನಗೃಹದಲ್ಲಿ ಹುಡುಗಿ
bathing,ಸ್ನಾನ
bathe,ಸ್ನಾನ
industry,ಉದ್ಯಮ
clean up,ಸ್ವಚ್ up ಗೊಳಿಸಿ
unhygienic,ಆರೋಗ್ಯಕರವಲ್ಲದ
hygiene,ನೈರ್ಮಲ್ಯ
sanitary,ನೈರ್ಮಲ್ಯ
fever,ಜ್ವರ
ganda,ಡಬಲ್
deodorant,ಡಿಯೋಡರೆಂಟ್
in,ಸೈನ್ ಇನ್
kal,ನಾಳೆ
nahaya,ಸ್ನಾನ
ath,ಅಥ್
athing,athing
wash wash up,ತೊಳೆಯಿರಿ
alibi,ಅಲಿಬಿ
excuse,ಕ್ಷಮಿಸಿ
nightsuit,ನೈಟ್ ಸೂಟ್
underwear,ಒಳ ಉಡುಪು
kacche,ಕಚ್ಚಾ
dhule,ಧುಲೆ
washing,ತೊಳೆಯುವ
dry,ಒಣಗಿಸಿ
dirty clothes,ಕೊಳಕು ಬಟ್ಟೆಗಳು
arriving late,ತಡವಾಗಿ ಆಗಮಿಸುತ್ತಿದೆ
ironing,ಇಸ್ತ್ರಿ ಮಾಡುವುದು
iron,ಕಬ್ಬಿಣ
pants,ಪ್ಯಾಂಟ್
trousers,ಪ್ಯಾಂಟ್
naked,ಬೆತ್ತಲೆ
tie,ಕಟ್ಟು
no bath,ಸ್ನಾನ ಇಲ್ಲ
warm,ಬೆಚ್ಚಗಿರುತ್ತದೆ
restroom,ರೆಸ್ಟ್ ರೂಂ
woman in towel,ಟವೆಲ್ನಲ್ಲಿ ಮಹಿಳೆ
pink,ಗುಲಾಬಿ
lady,ಮಹಿಳೆ
hot water bath,ಬಿಸಿನೀರಿನ ಸ್ನಾನ
no shower,ಶವರ್ ಇಲ್ಲ
holi,ಹೋಳಿ
wash up,ತೊಳೆದು ಹಾಕು
pichkaari,ಅಟೊಮೈಜರ್
gross,ಒಟ್ಟು
abey,ಅಬೆ
blue,ನೀಲಿ
naha,ಚರ್ಮ
winter,ಚಳಿಗಾಲ
oye,oye
come,ಬನ್ನಿ
thand,ಶೀತ
Daisy Duck,ಡೈಸಿ ಡಕ್
darling,ಪ್ರಿಯತಮೆ
good,ಒಳ್ಳೆಯದು
luck,ಅದೃಷ್ಟ
good luck,ಒಳ್ಳೆಯದಾಗಲಿ
memories,ನೆನಪುಗಳು
bae,ಬೇ
girl friend,ಗೆಳತಿ
school days,ಶಾಲಾ ದಿನಗಳು
eighties,ಎಂಬತ್ತರ ದಶಕ
baby,ಮಗು
lovable,ಪ್ರೀತಿಯ
girl friends,ಹುಡುಗಿಯ ಸ್ನೇಹಿತರು
post,ಪೋಸ್ಟ್
posted,ಪೋಸ್ಟ್
first,ಪ್ರಥಮ
before,ಮೊದಲು
update,ನವೀಕರಿಸಿ
social media,ಸಾಮಾಜಿಕ ಮಾಧ್ಯಮ
donald duck,ಡೊನಾಲ್ಡ್ ಡಕ್
donald,ಡೊನಾಲ್ಡ್
child,ಮಗು
hilarious,ಉಲ್ಲಾಸದ
insane,ಹುಚ್ಚು
cuteness,ಮುದ್ದುತನ
mental,ಮಾನಸಿಕ
mentally,ಮಾನಸಿಕವಾಗಿ
oh,ಓಹ್
boy oh boy,ಹುಡುಗ ಓಹ್ ಹುಡುಗ
mickey,ಮಿಕ್ಕಿ
mickey mouse,ಮಿಕ್ಕಿ ಮೌಸ್
response,ಪ್ರತಿಕ್ರಿಯೆ
shocked,ಆಘಾತಕ್ಕೊಳಗಾಗಿದ್ದಾರೆ
some,ಕೆಲವು
music,ಸಂಗೀತ
songs,ಹಾಡುಗಳು
song,ಹಾಡು
minnie,ಮಿನ್ನೀ
mini,ಮಿನಿ
minni,ನನ್ನ
minnie mouse,ಮಿನ್ನೀ ಮೌಸ್
melody,ಮಧುರ
need,ಅಗತ್ಯ
all,ಎಲ್ಲಾ
romance,ಪ್ರಣಯ
romanctic,ರೋಮ್ಯಾಂಟಿಕ್
conversations,ಸಂಭಾಷಣೆಗಳು
talks,ಮಾತುಕತೆ
lover,ಪ್ರೇಮಿ
guitar,ಗಿಟಾರ್
instrument,ಉಪಕರಣ
forbidden,ನಿಷೇಧಿಸಲಾಗಿದೆ
romantic,ರೋಮ್ಯಾಂಟಿಕ್
heart ache,ಹೃದಯ ನೋವು
dill,ಸಬ್ಬಸಿಗೆ
how,ಹೇಗೆ
cteness,cteness
starts,ಪ್ರಾರಂಭವಾಗುತ್ತದೆ
beginning,ಆರಂಭ
conversation,ಸಂಭಾಷಣೆ
for,ಗಾಗಿ
group,ಗುಂಪು
happy birthday,ಜನ್ಮದಿನದ ಶುಭಾಶಯಗಳು
to me,ಜೊತೆ
my birthdy,ನನ್ನ ಹುಟ್ಟುಹಬ್ಬ
my,ನನ್ನ
hello,ಹಲೋ
starters,ಆರಂಭಿಕರು
begin,ಆರಂಭಿಸಲು
mouseketeers,ಮೌಸ್ಕೆಟೀರ್ಸ್
magic,ಮ್ಯಾಜಿಕ್
jaafu,ಗಾಸಿಪ್
jadu,ಮ್ಯಾಜಿಕ್
cloak,ಗಡಿಯಾರ
me,ನನಗೆ
praise,ಮೆಚ್ಚುಗೆ
in love,ಪ್ರೀತಿಯಲ್ಲಿ
ishq,ishq
flirt,ಮಿಡಿ
flirtatious,ಮಿಡಿ
filmy,ಸಿನೆಮಾ
bollywood,ಬಾಲಿವುಡ್
cinema,ಸಿನೆಮಾ
hindi,ಹಿಂದಿ
relationships,ಸಂಬಂಧಗಳು
pyar,ಪ್ರೀತಿ
dl,dl
zindagi,ಜಿಂದಗಿ
hai,ಆಗಿದೆ
dialogue,ಸಂಭಾಷಣೆ
dialog,ಸಂವಾದ
mohabbat,ಮೊಹಬ್ಬತ್
lovesick,ಲವ್ಸಿಕ್
chance,ಅವಕಾಶ
stake,ಪಾಲು
risk,ಅಪಾಯ
kuch,ಕೆಲವು
by,ಇವರಿಂದ
mera,ಮೇರಾ
limit,ಮಿತಿ
main,ಮುಖ್ಯ
hearts,ಹೃದಯಗಳು
rule,ನಿಯಮ
pyaar ke rules,ಪ್ರೀತಿಯ ನಿಯಮಗಳು
friendzone,ಸ್ನೇಹಿತರ ವಲಯ
friendzoned,ಫ್ರೆಂಡ್‌ಜೋನ್
diwana,ಕ್ರೇಜಿ
mad,ಹುಚ್ಚು
ole,ಕೇವಲ
bole,ಹೇಳುತ್ತಾರೆ
saif,ಸೈಫ್
saif ali khan,ಸೈಫ್ ಅಲಿ ಖಾನ್
tera,ತೇರಾ
jab bhi,ಯಾವಾಗ
see,ನೋಡಿ
dekhu,ನೋಡಿ
ladka,ಹುಡುಗ
bike,ಬೈಕು
hitting,ಹೊಡೆಯುವುದು
hitting on,ಹೊಡೆಯುವುದು
aur,ಚಿನ್ನದ
dono,ಯಾವುದು
thai ishqiya,ಥಾಯ್ ಇಶ್ಕಿಯಾ
baccha,ಬೇಬಿ
hai jee,ಹೈ
empty,ಖಾಲಿ
pockets,ಪಾಕೆಟ್ಸ್
paisa,ಹಣ
cashless,ನಗದುರಹಿತ
staff,ಸಿಬ್ಬಂದಿ
later,ನಂತರ
diwali,ದೀಪಾವಳಿ
professional,ವೃತ್ತಿಪರ
prediwali,prediwali
diwali party,ದೀಪಾವಳಿ ಪಾರ್ಟಿ
card party,ಕಾರ್ಡ್ ಪಾರ್ಟಿ
ethnic wear,ಜನಾಂಗೀಯ ಉಡುಗೆ
traditional wear,ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ
traditional,ಸಾಂಪ್ರದಾಯಿಕ
festive,ಹಬ್ಬ
festive wear,ಹಬ್ಬದ ಉಡುಗೆ
daru,ಉಡುಗೊರೆ
sharab,ವೈನ್
alocohol,ಆಲ್ಕೋಹಾಲ್
kurta pyjama,ಕುರ್ತಾ ಪೈಜಾಮ
where,ಎಲ್ಲಿ
cardparty,ಕಾರ್ಡ್ಪಾರ್ಟಿ
say,ಹೇಳಿ
to,ಗೆ
crackers,ಕ್ರ್ಯಾಕರ್ಸ್
slogan,ಘೋಷಣೆ
deepawali,ದೀಪಾವಳಿ
dipawali,ದೀಪಾವಳಿ
cards,ಕಾರ್ಡ್‌ಗಳು
couple,ದಂಪತಿಗಳು
rangoli,ರಂಗೋಲಿ
stay,ಉಳಿಯಿರಿ
away,ದೂರ
diya,ನೀಡಲಾಗಿದೆ
lamps,ದೀಪಗಳು
diwlai celebration,ದೀಪಾವಳಿ ಆಚರಣೆ
maa,ಭೂಮಿ
mata,ಕಣ್ಣು
housewide,ಮನೆಯಾದ್ಯಂತ
safai,ಸ್ವಚ್ l ತೆ
ghar,ಮನೆ
house,ಮನೆ
house cleaning,ಮನೆ ಸ್ವಚ್ .ಗೊಳಿಸುವಿಕೆ
diwali cleaning,ದೀಪಾವಳಿ ಶುಚಿಗೊಳಿಸುವಿಕೆ
karega,ಮಾಡುತ್ತೇನೆ
ki,ಆಫ್
daughter,ಮಗಳು
sahab,ಸರ್
housekeeper,ಮನೆಕೆಲಸದಾಕೆ
cleaner,ಕ್ಲೀನರ್
diwlai,ದಯವಿಟ್ಟು
bonus,ಬೋನಸ್
diwali bonus,ದೀಪಾವಳಿ ಬೋನಸ್
bucket,ಬಕೆಟ್
cleaning,ಸ್ವಚ್ .ಗೊಳಿಸುವಿಕೆ
broom,ಬ್ರೂಮ್
jhaduu,ha ಾಡು
diwali shopping,ದೀಪಾವಳಿ ಶಾಪಿಂಗ್
with,ಜೊತೆ
be like,ಹಾಗೆ
bags,ಚೀಲಗಳು
shopping bags,ಶಾಪಿಂಗ್ ಚೀಲಗಳು
missing,ಕಾಣೆಯಾಗಿದೆ
miss,ಮಿಸ್
miss you,ನಿಮ್ಮನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೀರಿ
yaad,ನೆನಪಿಡಿ
ghar ki yaad,ಮನೆ ನೆನಪಿಡಿ
nostalgia,ನಾಸ್ಟಾಲ್ಜಿಯಾ
nostalgic,ನಾಸ್ಟಾಲ್ಜಿಕ್
baksheesh,ಬಕ್ಷೀಶ್
paise,ಹಣ
superstar,ಸೂಪರ್ಸ್ಟಾರ್
stage,ಹಂತ
mic,ಮೈಕ್
singer,ಗಾಯಕ
melodies,ಮಧುರ
perform,ನಿರ್ವಹಿಸಿ
gig,ಗಿಗ್
star,ನಕ್ಷತ್ರ
band,ಬ್ಯಾಂಡ್
rockband,ರಾಕ್ ಬ್ಯಾಂಡ್
musician,ಸಂಗೀತಗಾರ
spotlight,ಸ್ಪಾಟ್ಲೈಟ್
goodwork,ಒಳ್ಳೆಯ ಕೆಲಸ
well,ಚೆನ್ನಾಗಿ
done,ಮುಗಿದಿದೆ
welldone,ವೆಲ್ಡೋನ್
good job,ಒಳ್ಳೆಯ ಕೆಲಸ
acha,ಯೋಚಿಸಿ
sun,ಸೂರ್ಯ
surf,ಸರ್ಫ್
surfboard,ಸರ್ಫ್ಬೋರ್ಡ್
surfing,ಸರ್ಫಿಂಗ್
shining,ಹೊಳೆಯುತ್ತಿದೆ
waves,ಅಲೆಗಳು
swiming,ಈಜು
swimwear,ಈಜುಡುಗೆ
swimsuit,ಈಜುಡುಗೆ
goa,ಗೋವಾ
beaches,ಕಡಲತೀರಗಳು
usic,usic
performance,ಕಾರ್ಯಕ್ಷಮತೆ
acha kaam,ಒಳ್ಳೆಯ ಕೆಲಸ
ha,ಹೊಂದಿದೆ
hell,ನರಕ
burn,ಬರ್ನ್
burning,ಸುಡುವ
laughing,ನಗುವುದು
interaction,ಪರಸ್ಪರ ಕ್ರಿಯೆ
talk,ಮಾತು
old,ಹಳೆಯದು
days,ದಿನಗಳು
memory,ಮೆಮೊರಿ
college,ಕಾಲೇಜು
cowboy,ಕೌಬಾಯ್
cowboy hat,ಕೌಬಾಯ್ ಟೋಪಿ
cowboy boots,ಕೌಬಾಯ್ ಬೂಟುಗಳು
boots,ಬೂಟುಗಳು
dessert,ಸಿಹಿ
hat,ಟೋಪಿ
fighting,ಹೋರಾಟ
goodnight,ಗುಡ್ನೈಟ್
night,ರಾತ್ರಿ
dreams,ಕನಸುಗಳು
sweetdreams,ಸಿಹಿ ಕನಸುಗಳು
moon,ಚಂದ್ರ
dark,ಡಾರ್ಕ್
stars,ನಕ್ಷತ್ರಗಳು
the moon,ಚಂದ್ರ
clouds,ಮೋಡಗಳು
sky,ಆಕಾಶ
end,ಅಂತ್ಯ
scare,ಹೆದರಿಸಿ
scray,ಸ್ಕ್ರೇ
boo,ಬೂ
ghost,ಭೂತ
land,ಭೂಮಿ
scarecrow,ಗುಮ್ಮ
shock,ಆಘಾತ
surprise,ಆಶ್ಚರ್ಯ
zombie,ಜೊಂಬಿ
hahaha,hahaha
laughter,ನಗು
wicked laugh,ದುಷ್ಟ ನಗು
scary,ಭಯಾನಕ
tight,ಬಿಗಿಯಾದ
honey,ಜೇನು
grilfriend,ಗೆಳತಿ
college days,ಕಾಲೇಜು ದಿನಗಳು
older,ಹಳೆಯದು
young,ಯುವ
younger,ಕಿರಿಯ
retro,ರೆಟ್ರೊ
yearn,ಹಂಬಲ
booo,ಬೂ
witch,ಮಾಟಗಾತಿ
flying,ಹಾರುವ
ghosts,ದೆವ್ವ
spooky,ಭಯಂಕರ
chudail,ಮಾಟಗಾತಿ
shinning,ಹೊಳೆಯುತ್ತಿದೆ
bright,ಪ್ರಕಾಶಮಾನವಾದ
frieds,ಫ್ರೈಡ್ಸ್
really,ನಿಜವಾಗಿಯೂ
chat,ಚಾಟ್ ಮಾಡಿ
friendships,ಸ್ನೇಹ
stunned,ದಿಗ್ಭ್ರಮೆಗೊಂಡ
hmmm,ಹ್ಮ್
hmm,ಹಾಂ
pondering,ಆಲೋಚನೆ
contemplating,ಆಲೋಚಿಸುತ್ತಿದೆ
think,ಯೋಚಿಸಿ
thoughtful,ಚಿಂತನಶೀಲ
thoughts,ಆಲೋಚನೆಗಳು
hahah,hahah
bahaha,ಬಹಹಾ
joking,ತಮಾಷೆ
hansna,ನಗುವುದು
thanks,ಧನ್ಯವಾದಗಳು
thank you,ಧನ್ಯವಾದ
thank,ಧನ್ಯವಾದಗಳು
help,ಸಹಾಯ
welcome,ಸ್ವಾಗತ
thanking,ಧನ್ಯವಾದಗಳು
get,ಪಡೆಯಿರಿ
get out,ತೊಲಗು
chakra,ಚಕ್ರ
go,ಹೋಗಿ
fuck off,ಫಕ್ ಆಫ್
superhero,ಸೂಪರ್ ಹೀರೋ
whatsup,ಎನ್ ಸಮಾಚಾರ
ssup,ssup
whaddup,whaddup
whatup,whatup
watsup,ವಾಟ್ಸಪ್
happing,ಸಂತೋಷ
opening,ಆರಂಭಿಕ
coversation,ಸಂಭಾಷಣೆ
start,ಪ್ರಾರಂಭ
converse,ಸಂವಾದ
free,ಉಚಿತ
freebird,ಫ್ರೀಬರ್ಡ್
freedom,ಸ್ವಾತಂತ್ರ್ಯ
break,ವಿರಾಮ
jatt,ಜಾಟ್
fly,ಫ್ಲೈ
air,ಗಾಳಿ
super,ಚೆನ್ನಾಗಿದೆ
stoned,ಕಲ್ಲು ಹಾಕಿದ
starter,ಸ್ಟಾರ್ಟರ್
solar,ಸೌರ
activate,ಸಕ್ರಿಯಗೊಳಿಸಿ
functionality,ಕ್ರಿಯಾತ್ಮಕತೆ
character,ಪಾತ್ರ
powerful,ಶಕ್ತಿಯುತ
stronger,ಬಲವಾದ
like,ಹಾಗೆ
lve,lve
flirting,ಫ್ಲರ್ಟಿಂಗ್
flatter,ಹೊಗಳುವುದು
u,ಸೈನ್ ಇನ್
affair,ಸಂಬಂಧ
caught,ಸಿಕ್ಕಿಬಿದ್ದ
ya,ನ
caught you,ನಿಮ್ಮನ್ನು ಸೆಳೆಯಿತು
pakad,ಹಿಡಿದುಕೊಳ್ಳಿ
liye,ಫಾರ್
he,ಅವನು
everyday,ಪ್ರತಿ ದಿನ
howdy,ಹೌದಾ
namaste,ಹಲೋ
group chat,ಗುಂಪು ಚಾಟ್
feel,ಭಾವನೆ
strength,ಶಕ್ತಿ
attack,ದಾಳಿ
protector,ರಕ್ಷಕ
bored,ಬೇಸರ
m,ಮೀ
boring,ನೀರಸ
plans,ಯೋಜನೆಗಳು
run,ಓಡು
running,ಚಾಲನೆಯಲ್ಲಿದೆ
zap,ಜ್ಯಾಪ್
zoom,ಜೂಮ್
storm out,ಹೊರಗೆ ಓಡು
exit,ನಿರ್ಗಮನ
