bobble,berbandul
hehe,hehe
too hot,terlalu panas
ooo,ooo
so hot,sangat panas
fanning,mengipasi
peace,perdamaian
peace out,kedamaian
calm down,tenang
angel,malaikat
mug,cangkir
celebrate,merayakan
arghh,arghh
irritate,mengganggu
pissed off,kesal
gosh,Astaga
aaaa,tttt
please,silahkan
pls,tolong
plis,lebih lanjut
puppy face,muka anak anjing
puppy,anak anjing
face,wajah
please please,Ku mohon
xmas,xmas
xmas tree,pohon Natal
christmas decorations,dekorasi Natal
sweater,sweater
christmas,hari Natal
window,jendela
jumper,peloncat
merry christmas,Selamat Natal
rudolf reindeer,Rudolf Reindeer
ugly,jelek
ugly sweater,sweater jelek
festival,festival
snowman,manusia salju
snow,salju
christmas cap,topi natal
snowball,semakin bertambah
sing,bernyanyi
violin,biola
flakes,serpih
christmas carol,lagu Natal
holiday season,musim liburan
happy holiday,Selamat berlibur
ho,Perlindungan
santa,santa
santa claus,santa claus
oak tree,pohon ek
snowballs,bola salju
snowflakes,kepingan salju
presents,hadiah
gifts,hadiah
christmas presents,hadiah Natal
christmas present,hadiah Natal
reindeer,rusa kutub
rudolf,rudolf
sleigh,kereta luncur
chimney,cerobong asap
hallelujah,haleluya
bow,busur
decorations,dekorasi
green,hijau
candle,lilin
claus,klausa
ribbon,pita
jolly,riang
times,waktu
wreath,lingkaran
snow flakes,kepingan salju
grinch,Grinch
xmas present,xmas present
xmas gift,hadiah xmas
christmas gift,hadiah Natal
merry,gembira
christmas cake,kue Natal
christmas pudding,puding Natal
christmas pie,kue natal
socks,kaus kaki
stockings,stoking
fire place,tempat api
cup,cangkir
coffee,kopi
red sweater,sweter merah
christmas tree,pohon Natal
christmas socks,kaus kaki natal
jingle,gemerincing
along,sepanjang
bells,lonceng
jingle bells,lonceng jingle
kahan,Dimana
chupaya,Hid
throw,melemparkan
throwing,pelemparan
our,kami
pouring,penuangan
meri,kebiasaan
pichkari,Alat penyemprot
pakdo,Tunggu sebentar
colours,warna
rang,Biarkan
holi hai,Itu holi
tshirt,tshirt
thoda,Sedikit
de,dari
na,pada
colour,warna
colors,warna
color,warna
gubbare,Balon
balloons,balon
water balloon,balon air
phod,Meledak
burst,ledakan
dunga,dunga
tere,tere
your,anda
bursting,ledakan
balti,putih
or,atau
bhaang,Hancurkan
bhang,Ganja
mujpe,Saya
matt,matt
dalo,dalo
daalo,kelelahan
bheeg,Basah
geeli,gel
gai,bahwa
drenched,lepek
drench,membuat basah kuyup
pani,wanita
maal,kali
puye,puye
sweets,permen
mithai,Permen
sweet tooth,gigi manis
sugar,Gula
tray,baki
dhol,Gendang
lets,mari
play holi,main holi
anu malik,kembali
akshay kumar,Akshay Kumar
drums,drum
celebratory,perayaan
hollii,Hollier
holii,Holi
wishing,berharap
wishes,keinginan
mubarak,mubarak
happy holi,selamat holi
buckets,ember
baalti,Ember
bura,Bra
mano,mano
maano,Seolah-olah
jumping,melompat
bhabhi,bhabhi
ko,ko
baahar,Bahr
nikaalo,Keluarkan
gun,senjata
wali,wali
balam,balam
jo,sudah
tune,lagu
mujhe maari,Pukul aku
muje,wanita
bade,Yang besar
josh,wah
water gun,pistol air
held,diadakan
hold,memegang
aaj,Hari ini
chhodunga,Akan pergi
chodunga,Akan pergi
Ma durga,Dia memiliki durga
durga,durga
durga pujo,durga puja
durga pujan,Durga Pujan
poojan,Ibadah
pujo,pujo
bengal,Benggala
bengali,Benggala
trishul,trishul
trishool,Trisula
goddess,dewi
korchich,korchich
navami,Navami
dine,anda
talking,pembicaraan
celebrating,merayakan
dussehra,dussehra
indian,Indian
jama,Di jalan
kapor,dil
kinli,kinli
bong,bong
bongoli,kepengarangan
pranaam,Pranam
pronam,bungkuk
touching,sentuhan
feet,kaki
father,ayah
elder,lebih tua
respect,menghormati
gratitude,syukur
greet,menyambut
pandal,Pandal itu
pandel,Pandel
ghurte,Untuk berbalik
jabi,jabi
when,kapan
tent,tenda
venue,lokasi
event,peristiwa
pujan,Ibadah
wink,mengedipkan
naughty,nakal
wear,memakai
lanka,Lanka
naresh,naresh
ravan,bahkan
raavan,raavan
heads,kepala
ten,sepuluh
ten heads,sepuluh kepala
ravana,Rahwana
hapy,bahagia
dushera,Dashera
greetings,Salam pembuka
dandiya,Menempel
dandeeya,dandeeya
dandiya raas,Dandiya Ras
dandiya sticks,tongkat dandiya
traditionalc,traditionalc
handsome,tampan
fold,melipat
hands,tangan
folding,Melipat
folded,terlipat
saree,saree
white,putih
saare,pulau
sari,sari
bengali sari,bengali sari
bengali saaree,Bengali bagus
ye,adalah
dosti,cukup jauh
hum,bersenandung
hani,Di atas daun
todenge,Akan pecah
todengey,Akan pecah
nig,nig
nigga,nigga
raised,dibesarkan
langotiya,Popok
boxer,petinju
shorts,celana pendek
nude,telanjang
soul,jiwa
sisters,saudara perempuan
sister,saudara
humari,Kami
yari,dia adalah
yaari,yaari
sabse,Paling banyak
pyari,Yang indah
pyaari,Sayang
har,memiliki
ik,Saya
kamina,perapian
kameena,Bajingan
hota,Akan memiliki
zaroori,Diperlukan
kyunki,Karena
bros,bros
hoes,cangkul
befo,befo
kaminey,kaminey
kamnia,kamnia
etc,dll
bestfriend,sahabat
nice,bagus
ce;ebrating,merayakan
kahaan,Katakan itu
sista,terakhir
sis,sis
behen,tempat
behan,Behan
bahan,bahan
shubh,Menguntungkan
raksha,Lindungi
bandhan,Ikatan
hand,tangan
broda,kapal
raksha bandhan,Raksha Bandhan
raksh,Lindungi
rakhi,rakhi
demand,permintaan
demanding,menuntut
holding,memegang
dhaga,Dhaga
lut,patri
loot,menjarah
gaya,gaya
gya,Gaya
lutt,Lutt
kangaal,Orang miskin itu
thaali,Dali
thali,thali
rakshabandhan,Rakshabandhan
bhaiya,Saudara laki-laki
loving,penuh kasih
rakhis,rakhis
sisbling,sisbling
kin,kerabat
cousins,sepupu
cousin,sepupu
rkshabandhan,Rakshabandhan
ethnic,etnis
ndian,untuk menggulung
hazaaron,Ribuan
rakhii,pengendara
prank,gurauan
officemate,memimpin
lying,bohong
youre,milikmu
jhoot,Berbohong
jhut,Berbohong
kauwa,budak
kaate,Potong
found,ditemukan
pakda,Tertangkap
liya,Mengambil
foolish,bodoh
fool,menipu
budhu,Budha
paagal,paagal
paglait,penghinaan
fools,orang bodoh
every,setiap
clown,badut
joker,pelawak
halt,berhenti
ruko,ruko
ruk jao,Berhenti
chup,chup
ullu,ullu
whats,apa
scorer,pencetak gol
scorecard,kartu skor
twice,dua kali
shame,malu
fingers,jari
floor,lantai
cnaa,Gram
dare,berani
challenge,tantangan
accepted,diterima
believe,percaya
yakeen,miliknya
karo,Seseorang
fooled,tertipu
it,Itu
dammit,sial
trust,kepercayaan
crossed,menyeberang
cross,menyeberang
makeup,dandan
make up,dandan
waah,waah
wahh,wahh
kya,Apa
teasing,menggoda
rangg,keren
holi party,pesta holi
khelte,Untuk bermain
chalo,Ayo
rangon,peringkat
ab,dari
toh,toh
balloon,balon
ke,Dari
lad,anak muda
gande,Kering
kapde,Pakaian
dressed,berpakaian
coloured,berwarna
colored,berwarna
chun,untuk
rangoongi,rangoongi
raising,pemeliharaan
raise,menaikkan
glasses,kacamata
toast,roti panggang
kab,kab
gabbar,Gabbar
gubbar,laki-laki
sholay,sholay
keh,Ya
maarunga,Akan membunuh
hoga,Akan menjadi
re,kembali
kaaliya,Kalia
kaliya,adil
holi colours,warna holi
barse,barse
bheegey,Basah
chunar,Chunar
may,mungkin
irish,orang Irlandia
st patricks day,Hari St Patrick
st,st
patricks,batu bata
lucky,beruntung
goodluck,semoga berhasil
upon,atas
greets,salam
patty,patty
feast,pesta
pattys,pattys
celebrations,perayaan
feasts,pesta
elebrate,rayakan
ireland,Irlandia
wman,wman
troubles,masalah
less,kurang
im,Aku
believer,orang beriman
sitting,duduk
everyone,semua orang
everyones,semua orang
few,beberapa
beers,bir
beer glass,gelas bir
drining,drining
bar,batang
coins,koin
gold,emas
wealth,kekayaan
treasure,harta
rise,Bangkit
chap,chap
until,sampai
taking,pengambilan
adios,selamat tinggal
beerglass,gelas bir
partying,berpesta
ramzan,ramzan
mobarak,Diberkati
mosque,mesjid
look,Lihat
chand,kand
terrace,teras
dekho,Lihat
keep,menjaga
calm,tenang
and,dan
iftar,iftar
iftaar,buka puasa
dinner,makan malam
eid,lebaran
fitr,fitr
fitar,keluar
many,banyak
gang,gang
milna,milna
milne,milne
ramadan,Ramadan
kareen,kareen
ramadaan,Ramadan
allah,tuhan
bhaijaan,Saudara laki-laki
insha,insya
inshaa,Buat
beard,jenggot
praying,berdoa
pray,berdoa
masjid,masjid
namaz,doa
namaaz,namaaz
padhna,Membaca
subhan,Kemuliaan bagi
ka,Atau
mullah,mullah
beat,mengalahkan
gamer,pemain permainan
gamechanger,gamechanger
gamechange,gamechange
basketball,bola basket
football,sepak bola
rio,rio
in rio,dalam rio
give,memberikan
hoolahhoop,Foohail
hoolah hoop,hoofo hoop
gymnast,pesenam
just,hanya
cycle,siklus
riding,berkuda
racing,balap
racer,pembalap
gear,gigi
brazil,Brazil
olympic,Olimpiade
olympics,Olimpiade
indian olympics,Olimpiade India
india olympics,olimpiade india
mascot,maskot
big,besar
game,permainan
changer,changer
sportsman,olahragawan
sportsmen,olahragawan
ready,siap
olympian,Olimpiade
sportsmn,olahragawan
baseball,baseball
hockey,hoki
training,latihan
practice,praktek
practise,praktek
practising,berlatih
workout,bekerja
working out,bekerja
aim,tujuan
work out,bekerja
weight,bobot
gym,Gym
basanti,basanti
rang de basanti,Biarkan ketiga mayat itu
citizen,warganegara
indian citizen,warga negara India
shirtless,bertelanjang dada
an,sebuah
is great,bagus
saffron,kunyit
lal quila,lal quila
bharat,Bharat
mahan,mahan
mahaan,Bagus
tajmahal,Taj Mahal
taj,taj
jhanda,Bendera
uncha,Tinggi
rahe,Tinggal
humara,humara
flag,bendera
national flag,bendera kebangsaan
saare jahan se acha,Bagus dari mana saja
tiranga,Tiga warna
independence,kemerdekaan
inquilaab,inquilaab
zindabad,Zindabad
struggle,perjuangan
namaskar,Halo
jai,jai
cheering,bersorak
vande,vande
matram,itu
mataram,mataram
wearng,mengenakan
deva,dewa
shree,shree
ganesha,Ganesha
agle,Selanjutnya
baras,bar
jaldi,Awal
aana,Bawa itu
statues,patung
ganapati,Ganapati
laddu,Laddoo
laddoo,brownies
gaj,hutan
gaja,hutan
undir,itu
rat,tikus
ganesh,Ganesh
prayer,doa
puja,puja
chaturthi,Chaturthi
ganpati,Ganpati
bappa,Ayah
morya,laut
modak,modak
ganapti,Ganpati
tasha,tasha
bajao,Tiup terus
pointing,menunjuk
finger,jari
school dress,pakaian sekolah
school uniform,seragam sekolah
female,Perempuan
inspiration,inspirasi
most,paling
inspiring,menginspirasi
teacher,guru
mam,saya harus
copy,salinan
slate,batu tulis
board,naik
favourite,favorit
favorite,favorit
nicker,meringkik
nickers,nickers
shoes,sepatu
maim,Saya
madam,Nyonya
spectacles,kacamata
bespectacled,berkaca mata
hindi teacher,guru hindi
forget,lupa
school boy,anak sekolah
chart,grafik
remember,ingat
school kid,anak sekolah
male,pria
medal,medali
competition,kompetisi
belt,sabuk
teachers,guru
rose,mawar
boutique,butik
flowers,bunga-bunga
roses,mawar
inspire,mengilhami
inspirational,inspirasional
pot,pot
matki,ibu
janamshatami,Janansatamai
janmashtami,Janmashtami
butter milk,mentega susu
janamshatami janmashtami,Janmashtami karena kelahiran
butter,mentega
buttermilk,mentega susu
makkhan,Mentega
malai,gunung
pots,pot
baal,baal
bal,bola
gopal,gopal
gopala,gopala
matkii,matrik
chor,chor
maakhan,Makhan
makhan,Mentega
steal,mencuri
stealing,pencurian
cream,krim
kanhaiya,kanhaiya
lala,La la
laal,Merah
krishna,krishna
baansuri,Suling
flute,seruling
peacock,merak
joy,kegembiraan
brithday,ulang tahun
janamashtmi,Janmashtami
go go govinda,pergi pergi govinda
govinda,govinda
matki phod,ibu phod
chal,Berjalan
phodte,Meledak
janamashtami,Janmashtami
yashoda,Yashoda
yashodah,Yashoda
yashodha,Yashoda
nandlala,kelaparan
govind,govind
suck,mengisap
blood,darah
undead,mayat hidup
vampire,vampir
alien,asing
bhoot,Hantu itu
stick,tongkat
take,mengambil
castle,Kastil
werewolf,manusia serigala
half,setengah
tiger,harimau
crush,menghancurkan
bones,tulang
fangs,taring
flinstones,batu api
pikaa,segera
returns,kembali
guy',orang'
nose,hidung
halloween,halloween
craving,idaman
bats,kelelawar
dracula,Drakula
thirsty,haus
creepy,mengerikan
creature,makhluk
creatues,makhluk
et,dan
twister,angin puting beliung
thristy,Tristy
Hppy,Senang
national,Nasional
olding,tua
parade,Parade
swatantrata,Kebebasan
diwas,matang
divas,diva
attire,pakaian
kurta,kurta
pyjama,piyama
saffrn,saffrn
standing,kedudukan
pride,kebanggaan
nation,bangsa
tradition,tradisi
walk,berjalan
patriotic,patriotik
patriotism,patriotisme
republic,republik
gandhi,Gandhi
bharat mata,bharat mata
worship,menyembah
sacrifice,pengorbanan
patriot,patriot
azad,azad
azaad,Gratis
azadi,Kebebasan
swachch,Swachch
abhiyaan,Kampanye
abhiyan,Kampanye
clenaing,pembersihan
brooming,sapu
modi,modi
clam,kerang
jawan,Yang muda
kisaan,perlombaan
jawaan,berdebu
farmer,petani
farm,tanah pertanian
farming,pertanian
field,bidang
fields,bidang
crops,tanaman-tanaman
grow,tumbuh
inquilab,inquilab
incredible,luar biasa
kathak,Kathak
gandhigiri,Gandhigiri
gandhi ji,Gandhi
bapu,Bapu
protest,protes
non-violence,tanpa kekerasan
policy,kebijakan
zindabaad,newsad
shouting,teriak
gandhiji,Gandhi
hindustani,Hindustan
joined,bergabung
hind,belakang
desi,desi
dwag,Bendera
lota,banyak
village,Desa
swag,uang suap
hoist,kerekan
hoisting,mengangkat
celebring,merayakan
pholjhadi,Sparkler
festivals,festival
joyous,riang
lights,lampu
ladi,Saya punya
ladoo,Nak
ikka,tetap saja
ace,kartu as
cards party,pesta kartu
teen,remaja
patti,patti
phooljhadi,Toko Bunga
fireworks,kembang api
diyas,diyas
lighting,Petir
light,cahaya
celerating,merayakan
decorate,menghias
decorating,dekorasi
lunch,makan siang
happy diwali,Selamat Diwali
yeh,kamu
runout,Keluar
popcorn,jagung meletus
watching,menonton
hua,Bunga
innings,babak
test,uji
its,-nya
over,lebih
till,untuk
last,terakhir
runs,berjalan
needed,dibutuhkan
enthusiasm,antusiasme
enthusiastic,antusias
sentiment,sentimen
100,100
bet,bertaruh
lagi,lagi
sharat,sharat
betting,pertaruhan
bous,lembu
bhi,Juga
sakta,tepat
indian cricket fan,penggemar kriket India
ipl,ipl
koi,Apa saja
isko,Ini
cursing,kutuk
cussing,mengumpat
jae,jae
fixed,tetap
commentator,komentator
curse,kutukan
b,b
age,usia
number,jumlah
return,kembali
open,Buka
gifting,gifting
janamdin,Ulang tahun
budday,bedak
cheerful,riang
saal,aula
kam,datang
bash,pesta
cake,kue
cutting,pemotongan
birthday cake,kue ulang tahun
surpirse,kejutan
surprise gift,hadiah kejutan
chahiye,Mau
pila,tumpukan
part,bagian
bump,menabrak
find,Temukan
shaadi,Pernikahan
pressure,tekanan
punjabi,punjabi
punjab,punjab
questioning,mempertanyakan
kitchen,dapur
stupped,tertegun
chaa,Bersedia
ea,itu
moms,ibu
bloody,berdarah
punjagbi,punjagbi
teri,teri
naukar,Pelayan
nokar,nokar
lagdi,Dipaksakan
lagti,Sepertinya
aa,A A
mombs be like,ibu menjadi seperti
dominating,mendominasi
address,alamat
introduce,memperkenalkan
introduction,pengantar
munda,munda
know me,kenal saya
stranger,orang asing
know,tahu
babies,bayi
kids,anak-anak
trying,berusaha
husband,Suami
chak le,setiap kali
le,itu
chak,masing-masing
pegs,pasak
shots,tembakan
sharaab,minuman
facebook,facebook
high,tinggi
cholestrol,kolesterol
unhealthy,tidak sehat
healthy,sehat
social,sosial
media,media
sites,situs
silly,bodoh
reasons,alasan
reason,alasan
slay,membunuh
okay,baik
kay,kay
stylish,bergaya
lily singh,lilly singh
famous,terkenal
popular,populer
swagger,kesombongan
wo,dimana
kahi,Di suatu tempat
heroin,heroin
about,tentang
chappal,Sandal
liked,menyukai
sala,aula
saala,Pinjaman Manajemen
naak,Hidung
kat,kat
kaat,Potong
gayi,Hilang
yara,luka
sabash,goodies
shabash,Bravo
kudos,pujian
kudo,di mana-mana
well done,sudah selesai dilakukan dengan baik
congrats,selamat
congratulations,Selamat
two,dua
paglat,mendidih
paglet,paglet
pagal,menurut
crazy,gila
humko hum,Kita kita
sab,Semuanya
pata,Halaman
everything,segala sesuatu
hide,menyembunyikan
sher,sher
samne,Di depan
humare,Kami
mat,tikar
bano,kamar mandi
lion,singa
annoy,mengganggu
baap,Ayah
shut,menutup
gajab,Luar biasa
guru,guru
bahi,Di luar
zada,Meningkat
bhaukal,Alis
jhado,Bush
trouble,Masalah
issue,isu
act,bertindak
pricey,mahal
create,membuat
there,sana
bolo,itu
mard,penyakit
steel,baja
haath,Tangan
muscle,otot
body,tubuh
yup,ya
still,masih
at,di
puppyface,wajah puppy
whoa,whoa
acknowledging,mengakui
respond,menanggapi
responding,merespons
luaghs,kecepatan
lols,lol
lolz,lolz
was,dulu
lamo,lamo
smile,tersenyum
ciao,ciao
signing,menandatangani
loud,keras
yay,yay
news,berita
yaya,Agaknya
sweetheart,kekasih
nope,nggak
nooo,nooo
naah,naah
nahi,inginkan
noji,Noji
no ji,Noji
nana,nana
daaru,daaru
burp,sendawa
ty,ty
thankies,terima kasih
shukriya,Terima kasih
dhanyawaad,Terima kasih
dhanyawad,Terima kasih
thanka,emas
thanku,dia
sorry,Maaf
sorryy,maaf
solly,sendirian
apologies,permintaan maaf
apology,permintaan maaf
apologise,minta maaf
apologize,minta maaf
fine,baik
sure,Tentu
ilu,kecantikan
luv,luv
love love,cinta cinta
HBD,HBD
bday,ulang tahun
janam,Kelahiran
din,dari
wake up,bangun
wake,bangun
subah,Pagi
jaag,buru-buru
jao,Pergi
nighty,baju tidur
gnite,membusuk
ho ho ho,Saya melakukannya
waiting for santa,menunggu santa
you've been naughty this year,Anda sudah nakal tahun ini
cheezey,Hal-hal
cheezy,cheezy
flirtious,genit
choddh,Memanjat
jaane,Tahu
baat,Masalahnya
nai,Tidak
sahi,sahin
kye,kye
totally,sama sekali
worth,bernilai
thumbs,jempol
kidding,bercanda
tell,menceritakan
laters,Surat
fist,tinju
eww,baru
chee,chee
grossed,kotor
science,ilmu
bitch,menggerutu
art,seni
than,dari
tumblr,tumblr
tumbler,segelas
vessel,kapal
deal,Sepakat
problem,masalah
khud,Dirinya sendiri
se,menjadi
dekhle,baiklah
shudh,Murni
romeo,roma
pujari,Pendeta
pyaa,Cinta
hotness,panasnya
patakha,Cracker itu
bomb,bom
queen,ratu
kudi,minum
namkeen,Asin
lag,ketinggalan
rahi,Telah
close,Menutup
mere,belaka
paas,Dekat
pass,lulus
aao,aao
near,dekat
babe,bayi
daalogey,kelelahan
dala,memberi
flattered,tersanjung
goo,goo
hots,panas
kisi,kisi
disco,disko
jaayein,Pergi
jayen,Pergi
pub,pub
likes,suka
kaisi,Bagaimana
jaaneman,jaaneman
janeman,Sayang
jaanam,Sayang
samjha,Dimengerti
tryna,tryna
try and,coba dan
understanding,pemahaman
understood,dimengerti
khush,Senang
karde,Di kartu
happyman,happyman
sultry,gerah
chalti,Saat ini
come on,Ayolah
9,9
bara,hanya
stud,pejantan
ladayein,Berkelahi
chichi,Ayah
launda,launda
aadmi,Pria itu
stuf,alang-alang
12,12
dara,dara
singh,singh
kasam,Aku bersumpah
swore,bersumpah
pledge,janji
muscles,otot
pehalwan,Pegulat
bada,jika demikian
bulky,tebal
nichod,Peras
squease,squease
denge,keseimbangan
tumhe,Untuk anda
wring,memeras
nikaal,Hapus
juice,jus
mukka,potongan
tighten,mengencangkan
size,ukuran
matters,masalah
hona,Di sini
flaunt,memamerkan
arm,lengan
biceps,bisep
triceps,trisep
pehalwaan,Pegulat
pahalwaan,Pegulat
raha,uang
cuming,cuming
bas,bawah
aya,Terserahlah
aaya,Datang
waha,bervariasi
yaha,Di sini
yahan,Di sini
yahaan,Di sini
hang,menggantung
wang,Raja
karte,kartu
upside down,terbalik
upside,terbalik
regime,rezim
abdomin,abdomin
dumbell,dumbell
lifting,pengangkatan
lift,mengangkat
weights,beban
ways,cara
bean,kacang
protein,protein
shake,menggoyang
flask,labu
fit,cocok
health,kesehatan
exercise,olahraga
yoga,yoga
planks,papan
thabad,thabad
tabla,meja
artist,artis
baj,kesulitan
noice,noice
shor,shor
kach,Dekat
kar,kar
ding,hal
wedding,pernikahan
latest,terbaru
noise,kebisingan
saxy,saxy
trumpet,terompet
baaja,Naidu
baja,baja
shehnai,Klarinet
benjo,benjo
key,kunci
jaa,Pergi
problems,masalah
piss,kencing
piano,piano
pungi,tas
bajegi,Akan berdering
lead,memimpin
follow,mengikuti
sunn,sehat
